Em0tion,Word,Num
good,一定,1
good,希望,1
good,均匀,4
good,干净,1
good,好吃,1
good,肯定,1
happy,起来,1
good,入味,1
good,均匀,2
good,干净,2
happy,开胃,1
good,好吃,2
good,柔和,1
fear,不利,1
fear,厉害,2
happy,起来,1
good,清爽,1
good,清爽,1,happy,清爽,1
good,申请,1
good,醇厚,1
good,师傅,1
good,真正,1
disgust,异味,1
good,清澈,1
good,堪称一绝,1
happy,起来,1
good,鲜红,1
good,一定,1
good,经典,1
good,好吃,3
good,重要,1
good,入味,1
good,肯定,2
good,实在,1
good,完美,1
happy,起来,4
anger,上火,2
good,真正,1
good,一定,1
disgust,吃不上,1
good,均匀,1
good,一定,1
good,确实,1
fear,重点,1
good,脆爽,1
good,好吃,2
happy,起来,1
disgust,不够,1
good,实在,1
good,干净,2
good,最好,1
good,好吃,3
good,重要,1
happy,起来,1
good,师傅,1
good,一定,2
good,恰到好处,1
good,好吃,1
disgust,不够,2
good,重要,1
disgust,疑问,2
good,清爽,1
good,清爽,1,happy,清爽,1
good,认真,1
good,入味,3
good,一定,1
good,均匀,2
good,干净,1
good,好吃,2
good,完美,1
good,鲜美,1
happy,起来,2
good,认真,1
good,申请,1
disgust,杂质,1
good,一定,2
good,确实,1
disgust,浪费,5
good,均匀,1
good,干净,1
disgust,偷偷,1
happy,起来,3
surprise,不得了,1
good,师傅,2
happy,香甜,1
good,不赖,1
good,好吃,2
happy,起来,1
sad,不行,1
good,均匀,2
good,值得,1
good,干净,2
fear,重点,2
good,不错,1
good,好吃,3
good,肯定,1
good,完美,1
happy,自然,1
fear,小心,1
good,饱满,1
good,一定,1
good,确实,1
good,新鲜,1
good,最好,1
good,好吃,1
good,入骨,1
good,相信,1
good,负责,1
good,入味,2
good,一定,1
sad,焦黄,1
good,确实,1
good,干净,1
good,好吃,1
good,帮助,1
good,实在,2
good,完美,1
disgust,捣蛋,1
happy,起来,1
good,师傅,1
good,师兄,1
good,一级,1
good,均匀,2
good,随时随地,1
happy,轻松,1
good,好吃,1
happy,成功,2
good,均匀,4
good,相信,1
happy,起来,2
good,一定,1
good,新鲜,1
good,讲究,1
good,干净,2
happy,开胃,2
fear,重点,2
good,好吃,1
good,脆嫩,1
happy,起来,1
good,爽口,2
good,一定,2
good,确实,1
good,均匀,5
good,干净,2
good,好吃,2
good,大方,1
happy,起来,1
good,申请,1
happy,满足,1
good,浑厚,1
good,好吃,2
good,完美,1
good,浓郁,2
happy,起来,1
good,均匀,1
good,干净,1
happy,开胃,1
happy,起来,1
good,必须,1
good,入味,2
good,一定,1
good,确定,1
good,干净,1
good,不错,1
good,好吃,1
good,实在,1
good,重要,1
disgust,疑问,1
happy,起来,2
good,独特,2
good,喜欢,1
good,师傅,2
good,清香,1
disgust,杂质,1
disgust,不好,1
good,讲究,1
good,好吃,1
good,佩服,1
happy,起来,1
good,师傅,1
anger,不平,1
sad,焦黄,2
good,均匀,1
good,完美,1
happy,解决,1
happy,解决,1,disgust,解决,1
disgust,疑问,1
happy,起来,2
good,均匀,1
good,干净,1
good,好吃,5
good,帮助,1
good,实在,1
happy,起来,1
good,细致,1
good,新鲜,1
good,均匀,1
good,好吃,1
good,实在,1
happy,起来,1
good,入味,1
good,丰富,1
good,均匀,2
happy,舒服,1
good,不错,1
happy,起来,2
good,师傅,1
good,一定,1
good,确实,1
happy,阳光,1
good,好吃,1
good,完美,1
good,洗手,1
happy,起来,2
good,认真,1
good,一定,1
good,恰到好处,1
good,均匀,2
happy,开胃,1
good,好吃,1
disgust,偷偷,2
good,实在,1
happy,起来,1
good,丁香,1
good,爽口,1
good,一定,4
good,一级,1
good,均匀,2
disgust,浪费,2
happy,舒服,1
good,干净,1
disgust,神经,1
happy,起来,2
good,特产,1
good,人才,1
happy,香甜,2
good,好吃,3
good,拿手,1
good,浓郁,1
good,平整,1
happy,起来,1
good,喜欢,1
good,饼干,1
good,均匀,2
good,干净,3
good,好吃,1
good,拿手,1
disgust,背后,1
disgust,复杂,1
happy,起来,1
good,入味,1
good,师傅,1
good,一定,2
good,确实,2
sad,回忆,1
good,干净,1
good,好吃,1
happy,起来,1
disgust,多余,1
disgust,大胆,2
happy,谅解,1
good,无敌,1
good,均匀,1
good,下饭,1
good,完美,1
good,相信,1
disgust,失败,1
good,好吃,1
happy,起来,1
good,均匀,2
